PeakID (cmd=annotatePeaks.pl filtered_anova.tsv mm10 -go filtered_anova_anno_go -annStats filtered_anova_anno.stats)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-686	chrX	31179035	31179034	-	0.4	NA	Intergenic	Intergenic	-157335	NM_001085551	668958		NM_001085551	ENSMUSG00000094558	Btbd35f11	Gm14346	BTB domain containing 35, family member 11	protein-coding
1-424	chr4	147276049	147276048	+	0.4	NA	intron (NM_001378742, intron 1 of 4)	CpG	-29556	NM_001384232	115489950		NM_001384232	ENSMUSG00000078498	Zfp988	Gm13151	zinc finger protein 988	protein-coding
1-418	chr4	147272700	147272699	-	0.4	NA	intron (NM_001378742, intron 1 of 4)	intron (NM_001378742, intron 1 of 4)	-32905	NM_001384232	115489950		NM_001384232	ENSMUSG00000078498	Zfp988	Gm13151	zinc finger protein 988	protein-coding
1-75	chr1	88303467	88303466	-	0.4	NA	Intergenic	MLT1B|LTR|ERVL-MaLR	-3269	NM_134252	171382		NM_134252	ENSMUSG00000036251	Trpm8	CMR1|LTRPC6|LTrpC-6|TRPP8|Trp-p8	transient receptor potential cation channel, subfamily M, member 8	protein-coding
1-43	chr1	88230603	88230602	+	0.394736842105263	NA	intron (NM_001281466, intron 4 of 41)	intron (NM_001281466, intron 4 of 41)	3582	NM_001281466	100040766		NM_001177364	ENSMUSG00000079429	Mroh2a	Heatr7b1	maestro heat-like repeat family member 2A	protein-coding
1-604	chr6	3183908	3183907	+	0.392857142857143	NA	Intergenic	Intergenic	-104612	NR_036696	667335		NR_036696	ENSMUSG00000106779	Gm8579	EG667335	spermatogenesis associated glutamate (E)-rich protein 4a pseudogene	pseudo
1-238	chr16	11144253	11144252	-	0.390243902439024	NA	intron (NR_027502, intron 19 of 22)	LSU-rRNA_Hsa|rRNA|rRNA	-9720	NM_029582	106200		NM_029582	ENSMUSG00000022498	Txndc11	2810408E11Rik|EFP1|Txdc11	thioredoxin domain containing 11	protein-coding
1-710	chrX	169979336	169979335	-	0.390243902439024	NA	promoter-TSS (NR_029457)	promoter-TSS (NR_029457)	-418	NR_029457	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-153	chr12	88121529	88121528	-	0.388888888888889	NA	Intergenic	Lx2|LINE|L1	60366	NR_136900	100039315		NM_001105254	ENSMUSG00000066027	Pramel51	Gm10436	PRAME like 51	protein-coding
1-240	chr16	30510307	30510306	+	0.384615384615385	NA	Intergenic	Intergenic	40272	NM_001361297	224090		NM_172614	ENSMUSG00000022537	Tmem44	1700007N03Rik|9330161C17Rik|B230220N21	transmembrane protein 44	protein-coding
1-165	chr13	9834473	9834472	+	0.384615384615385	NA	Intergenic	L1Md_T|LINE|L1	-69151	NM_001199141	66505		NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
1-730	chrY	90805181	90805180	+	0.382978723404255	NA	intron (NR_137282, intron 2 of 2)	L1_Mm|LINE|L1	19738	NR_137282	170942		NM_133362		Erdr1x	Erdr1|Gm21887|Gm55594|edr	erythroid differentiation regulator 1 x	protein-coding
1-281	chr17	39844638	39844637	+	0.381981981981982	NA	non-coding (NR_046233, exon 1 of 1)	non-coding (NR_046233, exon 1 of 1)	1640	NR_046233	100861531		NR_046233		Rn45s	-	45S pre-ribosomal RNA	rRNA
1-704	chrX	169979283	169979282	-	0.377358490566038	NA	promoter-TSS (NR_029457)	promoter-TSS (NR_029457)	-365	NR_029457	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-390	chr4	146203579	146203578	-	0.375	NA	Intergenic	Intergenic	45888	NM_001177545	667666		NM_001177545	ENSMUSG00000066007	Zfp600	Gm13164	zinc finger protein 600	protein-coding
1-715	chrX	170736159	170736158	+	0.375	NA	Intergenic	Intergenic	63514	NM_001199212	107626		NM_001199212	ENSMUSG00000093806	Asmt	Hiomt	acetylserotonin O-methyltransferase	protein-coding
1-559	chr5	25938628	25938627	-	0.375	NA	intron (NM_001378637, intron 4 of 4)	intron (NM_001378637, intron 4 of 4)	3739	NM_001378637	100862349		NM_001378637	ENSMUSG00000104824	Gm21663	-	predicted gene, 21663	protein-coding
1-421	chr4	147276024	147276023	+	0.375	NA	intron (NM_001378742, intron 1 of 4)	CpG	-29581	NM_001384232	115489950		NM_001384232	ENSMUSG00000078498	Zfp988	Gm13151	zinc finger protein 988	protein-coding
1-545	chr5	15681823	15681822	+	0.375	NA	intron (NR_001585, intron 1 of 4)	RLTR10C|LTR|ERVK	1112	NR_001585	75858		NR_001585	ENSMUSG00000089871	Speer4cos	4930568L21Rik|SPEER-7|Speer7-ps|Speer7-ps1	spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript	pseudo
1-308	chr19	49663927	49663926	-	0.375	NA	Intergenic	IAPEz-int|LTR|ERVK	-1013479	NR_166832	102631841		NR_166832	ENSMUSG00000097446	Gm26629	-	predicted gene, 26629	ncRNA
1-400	chr4	146475325	146475324	+	0.368421052631579	NA	Intergenic	CpG	26294	NM_001085522	433791		NM_001085522	ENSMUSG00000070605	Zfp992	Gm13251	zinc finger protein 992	protein-coding
1-44	chr1	88239476	88239475	+	0.368421052631579	NA	intron (NM_001281466, intron 15 of 41)	intron (NM_001281466, intron 15 of 41)	12455	NM_001281466	100040766		NM_001177364	ENSMUSG00000079429	Mroh2a	Heatr7b1	maestro heat-like repeat family member 2A	protein-coding
1-404	chr4	146514045	146514044	-	0.363636363636364	NA	promoter-TSS (NM_001243139)	promoter-TSS (NM_001243139)	-876	NM_001243139	100041433		NM_001243138	ENSMUSG00000056300	Zfp981	Gm13247	zinc finger protein 981	protein-coding
1-373	chr4	145579105	145579104	+	0.363636363636364	NA	Intergenic	Intergenic	-6096	NM_001324416	433801		NM_001013808	ENSMUSG00000078502	Zfp268	Gm13212	zinc finger protein 268	protein-coding
1-396	chr4	146456475	146456474	-	0.361111111111111	NA	intron (NM_001083918, intron 4 of 6)	RMER17C-int|LTR|ERVK	7444	NM_001085522	433791		NM_001085522	ENSMUSG00000070605	Zfp992	Gm13251	zinc finger protein 992	protein-coding
1-230	chr15	70488761	70488760	+	0.36	NA	Intergenic	L1Md_A|LINE|L1	564527	NR_045071	100503580		NR_045071	ENSMUSG00000116483	Gm19782	-	predicted gene, 19782	ncRNA
1-701	chrX	169979255	169979254	-	0.36	NA	promoter-TSS (NR_029457)	promoter-TSS (NR_029457)	-337	NR_029457	654820		NM_001039559	ENSMUSG00000072844	G530011O06Rik	-	RIKEN cDNA G530011O06 gene	ncRNA
1-141	chr12	20227000	20226999	-	0.358490566037736	NA	Intergenic	MMERGLN-int|LTR|ERV1	588780	NR_015521	69513		NR_015521	ENSMUSG00000099759	1700030C10Rik	-	RIKEN cDNA 1700030C10 gene	ncRNA
1-413	chr4	147227951	147227950	-	0.357142857142857	NA	intron (NM_001378742, intron 1 of 4)	RLTR40|LTR|ERVK	-77654	NM_001384232	115489950		NM_001384232	ENSMUSG00000078498	Zfp988	Gm13151	zinc finger protein 988	protein-coding
1-359	chr4	47603813	47603812	+	0.357142857142857	NA	Intergenic	Intergenic	129151	NM_024171	66212		NM_024171	ENSMUSG00000053317	Sec61b	1190006C12Rik	SEC61 translocon subunit beta	protein-coding
1-176	chr13	12941614	12941613	-	0.352941176470588	NA	Intergenic	Intergenic	63780	NM_031191	18811		NM_031191	ENSMUSG00000079092	Prl2c2	Ghd2|MRP-1|PLF-1|Plf|Plf1	prolactin family 2, subfamily c, member 2	protein-coding
1-291	chr17	83861432	83861431	+	0.35	NA	Intergenic	Intergenic	-7013	NR_155491	320021		NR_155490	ENSMUSG00000097254	C430042M11Rik	-	RIKEN cDNA C430042M11 gene	ncRNA
1-606	chr6	3201556	3201555	-	0.345454545454545	NA	Intergenic	SSU-rRNA_Hsa|rRNA|rRNA	-86964	NR_036696	667335		NR_036696	ENSMUSG00000106779	Gm8579	EG667335	spermatogenesis associated glutamate (E)-rich protein 4a pseudogene	pseudo
1-420	chr4	147276022	147276021	+	0.333333333333333	NA	intron (NM_001378742, intron 1 of 4)	CpG	-29583	NM_001384232	115489950		NM_001384232	ENSMUSG00000078498	Zfp988	Gm13151	zinc finger protein 988	protein-coding
1-546	chr5	15681824	15681823	-	0.333333333333333	NA	intron (NR_001585, intron 1 of 4)	RLTR10C|LTR|ERVK	1113	NR_001585	75858		NR_001585	ENSMUSG00000089871	Speer4cos	4930568L21Rik|SPEER-7|Speer7-ps|Speer7-ps1	spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript	pseudo
1-311	chr2	41987534	41987533	-	0.333333333333333	NA	intron (NM_053011, intron 2 of 90)	intron (NM_053011, intron 2 of 90)	460035	NR_105754	102465171		NR_105754	ENSMUSG00000098660	Mir6336	Gm27584|mmu-mir-6336	microRNA 6336	ncRNA
1-417	chr4	147268738	147268737	-	0.333333333333333	NA	intron (NM_001378742, intron 1 of 4)	IAPEY2_LTR|LTR|ERVK	-36867	NM_001384232	115489950		NM_001384232	ENSMUSG00000078498	Zfp988	Gm13151	zinc finger protein 988	protein-coding
1-602	chr6	3182843	3182842	-	0.333333333333333	NA	Intergenic	Intergenic	-105677	NR_036696	667335		NR_036696	ENSMUSG00000106779	Gm8579	EG667335	spermatogenesis associated glutamate (E)-rich protein 4a pseudogene	pseudo
1-221	chr14	104715878	104715877	-	0.333333333333333	NA	intron (NR_015593, intron 1 of 5)	LSU-rRNA_Hsa|rRNA|rRNA	76733	NR_015593	320249		NR_015593	ENSMUSG00000115432	D130009I18Rik	-	RIKEN cDNA D130009I18 gene	ncRNA
1-480	chr5	15005814	15005813	+	0.333333333333333	NA	Intergenic	Intergenic	-26914	NM_001281514	100503549		NM_001281514	ENSMUSG00000072188	Speer4e2	Gm10354	spermatogenesis associated glutamate (E)-rich protein 4E2	protein-coding
1-656	chr8	19785006	19785005	+	0.333333333333333	NA	intron (NM_001270553, intron 6 of 9).2	CpG	55429	NM_001039553	626415		NM_001039553	ENSMUSG00000096265	Potefam3e	4930467E23Rik|Pote3e|TSAP	POTE ankyrin domain family member 3E	protein-coding
1-241	chr16	30510324	30510323	+	0.333333333333333	NA	Intergenic	Intergenic	40255	NM_001361297	224090		NM_172614	ENSMUSG00000022537	Tmem44	1700007N03Rik|9330161C17Rik|B230220N21	transmembrane protein 44	protein-coding
1-159	chr13	9834400	9834399	+	0.328571428571429	NA	Intergenic	L1Md_T|LINE|L1	-69078	NM_001199141	66505		NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
1-410	chr4	147124868	147124867	-	0.307692307692308	NA	promoter-TSS (NM_001378742)	promoter-TSS (NM_001378742)	-15	NM_001378742	108168963		NM_001378742		Zfp978	Gm13145	zinc finger protein 978	protein-coding
1-157	chr13	9834366	9834365	+	0.304347826086957	NA	Intergenic	L1Md_T|LINE|L1	-69044	NM_001199141	66505		NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
1-522	chr5	15512528	15512527	+	0.3	NA	Intergenic	RMER17A|LTR|ERVK	16695	NM_001310449	100861755		NM_001310449	ENSMUSG00000106445	Gm21190	-	predicted gene, 21190	protein-coding
1-637	chr7	122393871	122393870	-	0.3	NA	intron (NM_008855, intron 2 of 16)	intron (NM_008855, intron 2 of 16)	104745	NM_008855	18751		NM_008855	ENSMUSG00000052889	Prkcb	PKC-B|PKC-Beta|Pkcb|Prkcb1|Prkcb2	protein kinase C, beta	protein-coding
1-95	chr10	17500003	17500002	-	0.3	NA	Intergenic	MTA_Mm|LTR|ERVL-MaLR	-223226	NM_010828	17684		NM_010828	ENSMUSG00000039910	Cited2	ER154-like|Mrg1|Msg2|p35srj	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	protein-coding
1-451	chr5	14947968	14947967	+	0.3	NA	intron (NR_001584, intron 1 of 3)	ORR1C1|LTR|ERVL-MaLR	2673	NR_001584	74062		NR_001584		Speer8-ps1	4933405L09Rik|SPEER-8|Speer8-ps	spermatogenesis associated glutamate (E)-rich protein 8, pseudogene 1	pseudo
1-600	chr5	146261320	146261319	-	0.3	NA	intron (NM_001359990, intron 2 of 12)	LSU-rRNA_Hsa|rRNA|rRNA	30069	NM_001359991	264064		NM_153599	ENSMUSG00000029635	Cdk8	-	cyclin dependent kinase 8	protein-coding
1	chr1	43778424	43778423	-	0.3	NA	intron (NM_026430, intron 7 of 14)	intron (NM_026430, intron 7 of 14)	47821	NM_024283	78896		NM_024283	ENSMUSG00000026051	Ecrg4	1500015O10Rik	ECRG4 augurin precursor	protein-coding
1-597	chr5	146261298	146261297	-	0.294117647058824	NA	intron (NM_001359990, intron 2 of 12)	LSU-rRNA_Hsa|rRNA|rRNA	30047	NM_001359991	264064		NM_153599	ENSMUSG00000029635	Cdk8	-	cyclin dependent kinase 8	protein-coding
1-596	chr5	146261294	146261293	-	0.294117647058824	NA	intron (NM_001359990, intron 2 of 12)	LSU-rRNA_Hsa|rRNA|rRNA	30043	NM_001359991	264064		NM_153599	ENSMUSG00000029635	Cdk8	-	cyclin dependent kinase 8	protein-coding
1-593	chr5	146261252	146261251	-	0.285714285714286	NA	intron (NM_001359990, intron 2 of 12)	LSU-rRNA_Hsa|rRNA|rRNA	30001	NM_001359991	264064		NM_153599	ENSMUSG00000029635	Cdk8	-	cyclin dependent kinase 8	protein-coding
1-594	chr5	146261260	146261259	-	0.285714285714286	NA	intron (NM_001359990, intron 2 of 12)	LSU-rRNA_Hsa|rRNA|rRNA	30009	NM_001359991	264064		NM_153599	ENSMUSG00000029635	Cdk8	-	cyclin dependent kinase 8	protein-coding
1-86	chr1	171064546	171064545	+	0.277777777777778	NA	TTS (NR_106103)	TTS (NR_106103)	107	NR_106103	102466998		NR_106103	ENSMUSG00000118979	Mir6546	Gm27408|mmu-mir-6546	microRNA 6546	ncRNA
1-282	chr17	39845263	39845262	-	0.272727272727273	NA	non-coding (NR_046233, exon 1 of 1)	non-coding (NR_046233, exon 1 of 1)	2265	NR_046233	100861531		NR_046233		Rn45s	-	45S pre-ribosomal RNA	rRNA
1-160	chr13	9834429	9834428	+	0.272727272727273	NA	Intergenic	L1Md_T|LINE|L1	-69107	NM_001199141	66505		NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
1-431	chr4	147411344	147411343	-	0.272727272727273	NA	Intergenic	Lx2|LINE|L1	-31771	NM_001371348	195531		NM_001039209	ENSMUSG00000078496	Zfp982	Gm13152	zinc finger protein 982	protein-coding
1-569	chr5	93661440	93661439	+	0.266666666666667	NA	intron (NM_001164284, intron 3 of 5)	L1_Mur2|LINE|L1	10070	NM_001164284	381654		NM_001164284	ENSMUSG00000070686	Pramel34	-	PRAME like 34	protein-coding
1-41	chr1	88211404	88211403	+	0.263157894736842	NA	promoter-TSS (NM_201645)	promoter-TSS (NM_201645)	-556	NM_201645	394436		NM_201645	ENSMUSG00000089960	Ugt1a1	Gnt1|UDPGT 1-1|UGT1A01|Udpgt-1a|UgtBr1	UDP glucuronosyltransferase 1 family, polypeptide A1	protein-coding
1-163	chr13	9834446	9834445	+	0.263157894736842	NA	Intergenic	L1Md_T|LINE|L1	-69124	NM_001199141	66505		NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
1-51	chr1	88259232	88259231	-	0.258064516129032	NA	3' UTR (NM_198652, exon 8 of 8)	3' UTR (NM_198652, exon 8 of 8)	10177	NR_040291	78605		NR_040291		6430706D22Rik	-	RIKEN cDNA 6430706D22 gene	ncRNA
1-155	chr13	3406598	3406597	-	0.25	NA	Intergenic	Intergenic	-71635	NR_045363	76937		NR_015522	ENSMUSG00000097709	2810429I04Rik	1700024F13Rik	RIKEN cDNA 2810429I04 gene	ncRNA
1-603	chr6	3183123	3183122	-	0.25	NA	Intergenic	Intergenic	-105397	NR_036696	667335		NR_036696	ENSMUSG00000106779	Gm8579	EG667335	spermatogenesis associated glutamate (E)-rich protein 4a pseudogene	pseudo
1-162	chr13	9834440	9834439	+	0.25	NA	Intergenic	L1Md_T|LINE|L1	-69118	NM_001199141	66505		NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
1-236	chr16	3254961	3254960	+	0.25	NA	Intergenic	L1_Mus3|LINE|L1	-337438	NM_146860	258859		NM_146860	ENSMUSG00000051003	Or1f19	MOR131-1|OR912-47M6|Olfr161	olfactory receptor family 1 subfamily F member 19	protein-coding
1-300	chr19	34585756	34585755	-	0.25	NA	intron (NM_010501, intron 1 of 1)	MTEb|LTR|ERVL-MaLR	2226	NM_010501	15959		NM_010501	ENSMUSG00000074896	Ifit3	Ifi49|P49	interferon-induced protein with tetratricopeptide repeats 3	protein-coding
1-69	chr1	88287674	88287673	-	0.25	NA	Intergenic	B3A|SINE|B2	-10094	NM_198652	381280		NM_198652	ENSMUSG00000044783	Hjurp	6430706D22Rik|A730008H23Rik|C330011F01Rik|Gm975|Mfleg1	Holliday junction recognition protein	protein-coding
1-652	chr8	19712121	19712120	-	0.25	NA	Intergenic	Intergenic	-17456	NM_001270553	100861668		NM_001270553	ENSMUSG00000095294	Potefam3b	Gm21119|Pote3b	POTE ankyrin domain family member 3B	protein-coding
1-326	chr3	15461568	15461567	-	0.25	NA	Intergenic	Intergenic	-35140	NM_001002898	320832		NM_178792	ENSMUSG00000095788	Sirpb1a	9930027N05Rik|SIRP-beta|Sirpb|Sirpb1	signal-regulatory protein beta 1A	protein-coding
1-676	chr9	3028768	3028767	-	0.25	NA	Intergenic	GSAT_MM|Satellite|Satellite	9976	NR_039546	100628572		NR_039546	ENSMUSG00000106183	Mir101c	mir-101c|mmu-mir-101c	microRNA 101c	ncRNA
1-77	chr1	88305192	88305191	+	0.25	NA	Intergenic	Intergenic	-1544	NM_134252	171382		NM_134252	ENSMUSG00000036251	Trpm8	CMR1|LTRPC6|LTrpC-6|TRPP8|Trp-p8	transient receptor potential cation channel, subfamily M, member 8	protein-coding
1-645	chr8	15519944	15519943	+	0.243243243243243	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	462290	NM_008664	17930		NM_008664	ENSMUSG00000031461	Myom2	-	myomesin 2	protein-coding
1-93	chr1	171070011	171070010	+	0.241379310344828	NA	Intergenic	Intergenic	-5358	NR_106103	102466998		NR_106103	ENSMUSG00000118979	Mir6546	Gm27408|mmu-mir-6546	microRNA 6546	ncRNA
1-181	chr13	44869833	44869832	-	0.24	NA	intron (NM_021878, intron 4 of 18)	LSU-rRNA_Hsa|rRNA|rRNA	132264	NM_025772	94245		NM_025772	ENSMUSG00000057531	Dtnbp1	5430437B18Rik|Bloc1s8|dysbindin|sdy	dystrobrevin binding protein 1	protein-coding
1-50	chr1	88259220	88259219	+	0.24	NA	exon (NM_001281466, exon 40 of 42)	exon (NM_001281466, exon 40 of 42)	10189	NR_040291	78605		NR_040291		6430706D22Rik	-	RIKEN cDNA 6430706D22 gene	ncRNA
1-595	chr5	146261287	146261286	-	0.238095238095238	NA	intron (NM_001359990, intron 2 of 12)	LSU-rRNA_Hsa|rRNA|rRNA	30036	NM_001359991	264064		NM_153599	ENSMUSG00000029635	Cdk8	-	cyclin dependent kinase 8	protein-coding
1-342	chr3	106233116	106233115	-	0.235294117647059	NA	Intergenic	RLTR13D3A1|LTR|ERVK	-13636	NM_145126	104183		NM_145126	ENSMUSG00000063779	Chil4	Chi3l4|Ym2	chitinase-like 4	protein-coding
1-408	chr4	147086990	147086989	+	0.230769230769231	NA	Intergenic	CpG	-18553	NR_045446	71270		NR_045446	ENSMUSG00000093617	4933438K21Rik	-	RIKEN cDNA 4933438K21 gene	ncRNA
1-644	chr8	15519859	15519858	-	0.229885057471264	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	462205	NM_008664	17930		NM_008664	ENSMUSG00000031461	Myom2	-	myomesin 2	protein-coding
1-84	chr1	171063941	171063940	+	0.228571428571429	NA	TTS (NR_106103)	TTS (NR_106103)	712	NR_106103	102466998		NR_106103	ENSMUSG00000118979	Mir6546	Gm27408|mmu-mir-6546	microRNA 6546	ncRNA
1-234	chr16	3116248	3116247	+	0.222222222222222	NA	Intergenic	B1_Mur3|SINE|Alu	-476151	NM_146860	258859		NM_146860	ENSMUSG00000051003	Or1f19	MOR131-1|OR912-47M6|Olfr161	olfactory receptor family 1 subfamily F member 19	protein-coding
1-40	chr1	85652320	85652319	+	0.222222222222222	NA	intron (NM_001372231, intron 1 of 21)	intron (NM_001372231, intron 1 of 21)	2305	NM_001372232	20684		NM_013673	ENSMUSG00000026222	Sp100	A430075G10Rik	nuclear antigen Sp100	protein-coding
1-161	chr13	9834430	9834429	-	0.217391304347826	NA	Intergenic	L1Md_T|LINE|L1	-69108	NM_001199141	66505		NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
1-61	chr1	88276061	88276060	-	0.212121212121212	NA	intron (NM_172505, intron 2 of 4)	intron (NM_172505, intron 2 of 4)	1497	NM_172505	212427		NM_172505		A730008H23Rik	Fleg1	RIKEN cDNA A730008H23 gene	protein-coding
1-356	chr4	3256231	3256230	+	0.210526315789474	NA	intron (NR_166063, intron 4 of 4)	MMERVK10C-int|LTR|ERVK	25048	NR_166062	108168923		NR_166062		Gm46840	-	predicted gene, 46840	ncRNA
1-248	chr16	57391395	57391394	+	0.210526315789474	NA	intron (NM_001040397, intron 1 of 4)	LSU-rRNA_Hsa|rRNA|rRNA	38117	NM_001040397	78749		NM_001040397	ENSMUSG00000043336	Filip1l	4631422O05Rik|Doc1	filamin A interacting protein 1-like	protein-coding
1-244	chr16	35981737	35981736	+	0.210526315789474	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	-1627	NM_008465	16646		NM_008465	ENSMUSG00000022905	Kpna1	IPOA5|NPI1|Rch2|mSRP1	karyopherin subunit alpha 1	protein-coding
1-71	chr1	88292084	88292083	-	0.206896551724138	NA	Intergenic	Intergenic	-14504	NM_198652	381280		NM_198652	ENSMUSG00000044783	Hjurp	6430706D22Rik|A730008H23Rik|C330011F01Rik|Gm975|Mfleg1	Holliday junction recognition protein	protein-coding
1-411	chr4	147141980	147141979	+	0.206896551724138	NA	intron (NM_001378742, intron 1 of 4)	L1_Mus3|LINE|L1	17097	NM_001378742	108168963		NM_001378742		Zfp978	Gm13145	zinc finger protein 978	protein-coding
1-296	chr18	68692099	68692098	+	0.206521739130435	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	-47302	NR_105774	102465183		NR_105774	ENSMUSG00000099300	Mir6356	Gm27461|mmu-mir-6356	microRNA 6356	ncRNA
1-139	chr11	79584279	79584278	-	0.2	NA	Intergenic	ID4|SINE|ID	-6934	NM_175543	268451		NM_175543	ENSMUSG00000017639	Rab11fip4	A730072L08Rik|RAB11-FIP4|mKIAA1821	RAB11 family interacting protein 4 (class II)	protein-coding
1-625	chr7	22816974	22816973	-	0.2	NA	intron (NM_001270494, intron 1 of 1).3	L1Md_F2|LINE|L1	-26191	NM_001166841	100043067		NM_001166841	ENSMUSG00000094700	Vmn1r158	EG667554|Gm16455	vomeronasal 1 receptor 158	protein-coding
1-215	chr13	119617351	119617350	-	0.2	NA	Intergenic	Intergenic	-6469	NM_020279	56838		NM_020279	ENSMUSG00000074715	Ccl28	CCK1|MEC|Scya28	C-C motif chemokine ligand 28	protein-coding
1-358	chr4	34688658	34688657	+	0.2	NA	TTS (NM_001347062)	TTS (NM_001347062)	-1219	NM_011895	24060		NM_011895	ENSMUSG00000028293	Slc35a1	CMP-SA-Tr|CMP-Sia-Tr|CST	solute carrier family 35 (CMP-sialic acid transporter), member 1	protein-coding
1-286	chr17	39846352	39846351	+	0.192307692307692	NA	non-coding (NR_046233, exon 1 of 1)	non-coding (NR_046233, exon 1 of 1)	3354	NR_046233	100861531		NR_046233		Rn45s	-	45S pre-ribosomal RNA	rRNA
1-91	chr1	171066153	171066152	-	0.19047619047619	NA	Intergenic	Intergenic	-1500	NR_106103	102466998		NR_106103	ENSMUSG00000118979	Mir6546	Gm27408|mmu-mir-6546	microRNA 6546	ncRNA
1-156	chr13	9834342	9834341	+	0.19047619047619	NA	Intergenic	L1Md_T|LINE|L1	-69020	NM_001199141	66505		NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
1-598	chr5	146261312	146261311	-	0.1875	NA	intron (NM_001359990, intron 2 of 12)	LSU-rRNA_Hsa|rRNA|rRNA	30061	NM_001359991	264064		NM_153599	ENSMUSG00000029635	Cdk8	-	cyclin dependent kinase 8	protein-coding
1-239	chr16	17222332	17222331	+	0.181818181818182	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	-11256	NM_178922	58180		NM_178922	ENSMUSG00000050240	Hic2	HRG22|mKIAA1020	hypermethylated in cancer 2	protein-coding
1-278	chr17	23535075	23535074	+	0.181818181818182	NA	Intergenic	Intergenic	-15725	NR_126485	320020		NR_126484	ENSMUSG00000117322	6330415G19Rik	-	RIKEN cDNA 6330415G19 gene	ncRNA
1-21	chr1	85270340	85270339	-	0.166666666666667	NA	5' UTR (NM_175219, exon 1 of 8)	5' UTR (NM_175219, exon 1 of 8)	227	NM_001037909	620078		NM_175219	ENSMUSG00000052477	Sp140l2	4930565N07Rik|C130026I21Rik	Sp140 nuclear body protein like 2	protein-coding
1-287	chr17	39848816	39848815	-	0.163636363636364	NA	TTS (NR_046233)	TTS (NR_046233)	5818	NR_046233	100861531		NR_046233		Rn45s	-	45S pre-ribosomal RNA	rRNA
1-72	chr1	88300779	88300778	+	0.16	NA	Intergenic	Intergenic	-5957	NM_134252	171382		NM_134252	ENSMUSG00000036251	Trpm8	CMR1|LTRPC6|LTrpC-6|TRPP8|Trp-p8	transient receptor potential cation channel, subfamily M, member 8	protein-coding
1-662	chr8	20297023	20297022	-	0.157894736842105	NA	intron (NR_030708, intron 1 of 4)	CpG	410	NR_030708	547150		NR_030708	ENSMUSG00000121492	6820431F20Rik	-	cadherin 11 pseudogene	pseudo
1-601	chr5	146261322	146261321	-	0.153846153846154	NA	intron (NM_001359990, intron 2 of 12)	LSU-rRNA_Hsa|rRNA|rRNA	30071	NM_001359991	264064		NM_153599	ENSMUSG00000029635	Cdk8	-	cyclin dependent kinase 8	protein-coding
1-11	chr1	85082597	85082596	+	0.151515151515152	NA	Intergenic	Intergenic	-23497	NR_163968	621875		NM_001037910	ENSMUSG00000072109	A530040E14Rik	-	RIKEN cDNA A530040E14 gene	ncRNA
1-661	chr8	20297018	20297017	-	0.15	NA	intron (NR_030708, intron 1 of 4)	CpG	415	NR_030708	547150		NR_030708	ENSMUSG00000121492	6820431F20Rik	-	cadherin 11 pseudogene	pseudo
1-535	chr5	15630274	15630273	-	0.142857142857143	NA	Intergenic	Intergenic	11174	NM_025759	360220		NM_025759	ENSMUSG00000070933	Speer4d	4933431D05Rik|SPEER-4D	spermatogenesis associated glutamate (E)-rich protein 4D	protein-coding
1-663	chr8	20297053	20297052	-	0.142857142857143	NA	intron (NR_030708, intron 1 of 4)	CpG	380	NR_030708	547150		NR_030708	ENSMUSG00000121492	6820431F20Rik	-	cadherin 11 pseudogene	pseudo
